company_id,company_name,company_type,property_id,ccn,facility_name,crm_type,current_atlas_type
450,BEACON HEALTH MANAGEMENT,owner_operator,2500,115541,CROSSVIEW CARE CENTER,Type2,property_owner
450,BEACON HEALTH MANAGEMENT,owner_operator,2581,115654,HARMONY HEALTH AND REHABILITATION,Type2,property_owner
450,BEACON HEALTH MANAGEMENT,owner_operator,2564,115626,HAZELHURST COURT CARE AND REHABILITATION CENTER,Type2,property_owner
450,BEACON HEALTH MANAGEMENT,owner_operator,2423,115411,PLEASANT VIEW NURSING CENTER,Type2,property_owner
450,BEACON HEALTH MANAGEMENT,owner_operator,2570,115635,RIVER BROOK HEALTHCARE CENTER,Type2,property_owner
450,BEACON HEALTH MANAGEMENT,owner_operator,2403,115376,SOUTHLAND HEALTHCARE AND REHAB CENTER,Type2,property_owner
450,BEACON HEALTH MANAGEMENT,owner_operator,2526,115575,TATTNALL HEALTHCARE CENTER,Type2,property_owner
37,BENJAMIN LANDA,owner_operator,4719,185338,CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTER,Type2,property_owner
37,BENJAMIN LANDA,owner_operator,4731,185354,FORDSVILLE NURSING AND REHABILITATION CENTER,Type2,property_owner
37,BENJAMIN LANDA,owner_operator,8394,335817,GARDEN CARE CENTER,Type2,property_owner
37,BENJAMIN LANDA,owner_operator,4711,185329,MORGANFIELD NURSING AND REHABILITATION CENTER,Type2,property_owner
37,BENJAMIN LANDA,owner_operator,8396,335819,PARK AVENUE EXTENDED CARE FACILITY,Type2,property_owner
37,BENJAMIN LANDA,owner_operator,8276,335663,"SAFIRE REHABILITATION OF SOUTHTOWN, L L C",Owner,facility_operator
37,BENJAMIN LANDA,owner_operator,7984,335275,SAPPHIRE NURSING AT WAPPINGERS,Owner,facility_operator
37,BENJAMIN LANDA,owner_operator,4632,185218,SOMERSET NURSING AND REHABILITATION FACILITY,Owner,facility_operator
37,BENJAMIN LANDA,owner_operator,4729,185352,STANTON NURSING AND REHABILITATION CENTER,Type2,property_owner
37,BENJAMIN LANDA,owner_operator,8377,335798,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,Type2,property_owner
304,BHI SENIOR LIVING,owner_operator,9345,365893,BEREA CENTER,Type2,property_owner
304,BHI SENIOR LIVING,owner_operator,8977,365304,CLIFTON HEALTHCARE CENTER,Type2,property_owner
304,BHI SENIOR LIVING,owner_operator,5279,215231,CLINTON HEALTHCARE  CENTER,Type2,property_owner
304,BHI SENIOR LIVING,owner_operator,9272,365771,COPLEY HEALTH CENTER,Type2,property_owner
304,BHI SENIOR LIVING,owner_operator,5335,215336,HAGERSTOWN HEALTHCARE CENTER,Type2,property_owner
304,BHI SENIOR LIVING,owner_operator,4559,185039,HIGHLANDS NURSING AND REHABILITATION,Type2,property_owner
304,BHI SENIOR LIVING,owner_operator,9238,365727,PEBBLE CREEK HEALTHCARE CENTER,Type2,property_owner
304,BHI SENIOR LIVING,owner_operator,5175,215065,SILVER SPRING  HEALTHCARE CENTER,Owner,facility_operator
304,BHI SENIOR LIVING,owner_operator,12180,515047,WORTHINGTON HEALTHCARE CENTER,Type2,property_owner
304,BHI SENIOR LIVING,owner_operator,9278,365779,WYANT WOODS HEALTHCARE CENTER,Type2,property_owner
382,BRICKYARD HEALTHCARE,owner_operator,2523,115570,CAMELLIA GARDENS OF LIFE CARE,Owner,facility_operator
382,BRICKYARD HEALTHCARE,owner_operator,10825,415053,CHERRY HILL MANOR,Owner,facility_operator
382,BRICKYARD HEALTHCARE,owner_operator,11245,445310,DIVERSICARE OF COPPER BASIN,Owner,property_seller
382,BRICKYARD HEALTHCARE,owner_operator,2217,106047,LIFE CARE CENTER AT INVERRARY,Owner,facility_operator
382,BRICKYARD HEALTHCARE,owner_operator,11240,445302,LIFE CARE CENTER OF ELIZABETHTON,Owner,facility_operator
382,BRICKYARD HEALTHCARE,owner_operator,2386,115347,LIFE CARE CENTER OF GWINNETT,Owner,facility_operator
382,BRICKYARD HEALTHCARE,owner_operator,11246,445314,LIFE CARE CENTER OF MORRISTOWN,Type2,property_owner
382,BRICKYARD HEALTHCARE,owner_operator,11772,495139,LIFE CARE CENTER OF NEW MARKET,Owner,facility_operator
382,BRICKYARD HEALTHCARE,owner_operator,11364,445511,LIFE CARE CENTER OF OOLTEWAH,Owner,facility_operator
382,BRICKYARD HEALTHCARE,owner_operator,2584,115659,LIFE CARE CTR OF LAWRENCEVILLE,Owner,facility_operator
12,CASSENA CARE,owner_operator,8358,335775,BRONX GARDENS REHABILITATION AND NURSING CENTER,Type2,property_owner
12,CASSENA CARE,owner_operator,8247,335625,DOWNTOWN BROOKLYN NURSING & REHABILITATION CENTER,Owner,facility_operator
12,CASSENA CARE,owner_operator,2022,105707,FOURAKER HILLS REHAB AND NURSING CENTER,Owner,facility_operator
12,CASSENA CARE,owner_operator,1831,105453,KENSINGTON GARDENS REHAB AND NURSING CENTER,Owner,facility_operator
12,CASSENA CARE,owner_operator,8142,335484,MORNINGSIDE NURSING AND REHABILITATION CENTER,Type3,facility_operator
12,CASSENA CARE,owner_operator,1779,105382,SANDGATE GARDENS REHAB AND NURSING CENTER,Owner,facility_operator
12,CASSENA CARE,owner_operator,8087,335411,SEA CREST NURSING AND REHABILITATION CENTER,Type2,property_owner
12,CASSENA CARE,owner_operator,7992,335288,SHORE VIEW NURSING  & REHABILITATION CENTER,Type2,property_owner
12,CASSENA CARE,owner_operator,7857,335028,THE CITADEL REHAB AND NURSING CTR AT KINGSBRIDGE,Owner,facility_operator
12,CASSENA CARE,owner_operator,7954,335227,WORKMENS CIRCLE MULTICARE CENTER,Owner,facility_operator
158,COMMUNICARE HEALTH,owner_operator,9345,365893,BEREA CENTER,Type2,property_owner
158,COMMUNICARE HEALTH,owner_operator,8977,365304,CLIFTON HEALTHCARE CENTER,Type2,property_owner
158,COMMUNICARE HEALTH,owner_operator,5279,215231,CLINTON HEALTHCARE  CENTER,Type2,property_owner
158,COMMUNICARE HEALTH,owner_operator,9272,365771,COPLEY HEALTH CENTER,Type2,property_owner
158,COMMUNICARE HEALTH,owner_operator,5335,215336,HAGERSTOWN HEALTHCARE CENTER,Type2,property_owner
158,COMMUNICARE HEALTH,owner_operator,4559,185039,HIGHLANDS NURSING AND REHABILITATION,Type2,property_owner
158,COMMUNICARE HEALTH,owner_operator,9238,365727,PEBBLE CREEK HEALTHCARE CENTER,Type2,property_owner
158,COMMUNICARE HEALTH,owner_operator,5175,215065,SILVER SPRING  HEALTHCARE CENTER,Owner,facility_operator
158,COMMUNICARE HEALTH,owner_operator,12180,515047,WORTHINGTON HEALTHCARE CENTER,Type2,property_owner
158,COMMUNICARE HEALTH,owner_operator,9278,365779,WYANT WOODS HEALTHCARE CENTER,Type2,property_owner
135,EXCELSIOR CARE GROUP,owner_operator,4719,185338,CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTER,Type2,property_owner
135,EXCELSIOR CARE GROUP,owner_operator,4731,185354,FORDSVILLE NURSING AND REHABILITATION CENTER,Type2,property_owner
135,EXCELSIOR CARE GROUP,owner_operator,8394,335817,GARDEN CARE CENTER,Type2,property_owner
135,EXCELSIOR CARE GROUP,owner_operator,4711,185329,MORGANFIELD NURSING AND REHABILITATION CENTER,Type2,property_owner
135,EXCELSIOR CARE GROUP,owner_operator,8396,335819,PARK AVENUE EXTENDED CARE FACILITY,Type2,property_owner
135,EXCELSIOR CARE GROUP,owner_operator,8276,335663,"SAFIRE REHABILITATION OF SOUTHTOWN, L L C",Owner,facility_operator
135,EXCELSIOR CARE GROUP,owner_operator,7984,335275,SAPPHIRE NURSING AT WAPPINGERS,Owner,facility_operator
135,EXCELSIOR CARE GROUP,owner_operator,4632,185218,SOMERSET NURSING AND REHABILITATION FACILITY,Owner,facility_operator
135,EXCELSIOR CARE GROUP,owner_operator,4729,185352,STANTON NURSING AND REHABILITATION CENTER,Type2,property_owner
135,EXCELSIOR CARE GROUP,owner_operator,8377,335798,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,Type2,property_owner
13365,"MERRIMAC MEDICAL INVESTORS, LLC",owner_operator,2523,115570,CAMELLIA GARDENS OF LIFE CARE,Owner,facility_operator
13365,"MERRIMAC MEDICAL INVESTORS, LLC",owner_operator,10825,415053,CHERRY HILL MANOR,Owner,facility_operator
13365,"MERRIMAC MEDICAL INVESTORS, LLC",owner_operator,11245,445310,DIVERSICARE OF COPPER BASIN,Owner,property_seller
13365,"MERRIMAC MEDICAL INVESTORS, LLC",owner_operator,2217,106047,LIFE CARE CENTER AT INVERRARY,Owner,facility_operator
13365,"MERRIMAC MEDICAL INVESTORS, LLC",owner_operator,11240,445302,LIFE CARE CENTER OF ELIZABETHTON,Owner,facility_operator
13365,"MERRIMAC MEDICAL INVESTORS, LLC",owner_operator,2386,115347,LIFE CARE CENTER OF GWINNETT,Owner,facility_operator
13365,"MERRIMAC MEDICAL INVESTORS, LLC",owner_operator,11246,445314,LIFE CARE CENTER OF MORRISTOWN,Type2,property_owner
13365,"MERRIMAC MEDICAL INVESTORS, LLC",owner_operator,11772,495139,LIFE CARE CENTER OF NEW MARKET,Owner,facility_operator
13365,"MERRIMAC MEDICAL INVESTORS, LLC",owner_operator,11364,445511,LIFE CARE CENTER OF OOLTEWAH,Owner,facility_operator
13365,"MERRIMAC MEDICAL INVESTORS, LLC",owner_operator,2584,115659,LIFE CARE CTR OF LAWRENCEVILLE,Owner,facility_operator
404,OPCO SKILLED MANAGEMENT,owner_operator,2523,115570,CAMELLIA GARDENS OF LIFE CARE,Owner,facility_operator
404,OPCO SKILLED MANAGEMENT,owner_operator,10825,415053,CHERRY HILL MANOR,Owner,facility_operator
404,OPCO SKILLED MANAGEMENT,owner_operator,11245,445310,DIVERSICARE OF COPPER BASIN,Owner,property_seller
404,OPCO SKILLED MANAGEMENT,owner_operator,2217,106047,LIFE CARE CENTER AT INVERRARY,Owner,facility_operator
404,OPCO SKILLED MANAGEMENT,owner_operator,11240,445302,LIFE CARE CENTER OF ELIZABETHTON,Owner,facility_operator
404,OPCO SKILLED MANAGEMENT,owner_operator,2386,115347,LIFE CARE CENTER OF GWINNETT,Owner,facility_operator
404,OPCO SKILLED MANAGEMENT,owner_operator,11246,445314,LIFE CARE CENTER OF MORRISTOWN,Type2,property_owner
404,OPCO SKILLED MANAGEMENT,owner_operator,11772,495139,LIFE CARE CENTER OF NEW MARKET,Owner,facility_operator
404,OPCO SKILLED MANAGEMENT,owner_operator,11364,445511,LIFE CARE CENTER OF OOLTEWAH,Owner,facility_operator
404,OPCO SKILLED MANAGEMENT,owner_operator,2584,115659,LIFE CARE CTR OF LAWRENCEVILLE,Owner,facility_operator
27,OTTERBEIN SENIORLIFE,owner_operator,9345,365893,BEREA CENTER,Type2,property_owner
27,OTTERBEIN SENIORLIFE,owner_operator,8977,365304,CLIFTON HEALTHCARE CENTER,Type2,property_owner
27,OTTERBEIN SENIORLIFE,owner_operator,5279,215231,CLINTON HEALTHCARE  CENTER,Type2,property_owner
27,OTTERBEIN SENIORLIFE,owner_operator,9272,365771,COPLEY HEALTH CENTER,Type2,property_owner
27,OTTERBEIN SENIORLIFE,owner_operator,5335,215336,HAGERSTOWN HEALTHCARE CENTER,Type2,property_owner
27,OTTERBEIN SENIORLIFE,owner_operator,4559,185039,HIGHLANDS NURSING AND REHABILITATION,Type2,property_owner
27,OTTERBEIN SENIORLIFE,owner_operator,9238,365727,PEBBLE CREEK HEALTHCARE CENTER,Type2,property_owner
27,OTTERBEIN SENIORLIFE,owner_operator,5175,215065,SILVER SPRING  HEALTHCARE CENTER,Owner,facility_operator
27,OTTERBEIN SENIORLIFE,owner_operator,12180,515047,WORTHINGTON HEALTHCARE CENTER,Type2,property_owner
27,OTTERBEIN SENIORLIFE,owner_operator,9278,365779,WYANT WOODS HEALTHCARE CENTER,Type2,property_owner
10,SABER HEALTHCARE GROUP,owner_operator,11810,495196,AUTUMN CARE OF ALTAVISTA,Owner,facility_operator
10,SABER HEALTHCARE GROUP,owner_operator,8437,345000,AUTUMN CARE OF BISCOE,Owner,facility_operator
10,SABER HEALTHCARE GROUP,owner_operator,8645,345351,AUTUMN CARE OF SALUDA,Owner,facility_operator
10,SABER HEALTHCARE GROUP,owner_operator,11957,495399,CHATHAM HEALTH & REHABILITATION CENTER,Owner,facility_operator
10,SABER HEALTHCARE GROUP,owner_operator,8519,345173,EMERALD HEALTH & REHAB CENTER,Owner,facility_operator
10,SABER HEALTHCARE GROUP,owner_operator,10189,395067,GREEN RIDGE CARE CENTER,Type2,property_owner
10,SABER HEALTHCARE GROUP,owner_operator,11969,495411,LIBERTY RIDGE HEALTH & REHAB,Owner,facility_operator
10,SABER HEALTHCARE GROUP,owner_operator,11959,495401,TYLER'S RETREAT AT IRON BRIDGE,Owner,facility_operator
10,SABER HEALTHCARE GROUP,owner_operator,8668,345381,VILLAGE CARE OF KING,Owner,facility_operator
10,SABER HEALTHCARE GROUP,owner_operator,10775,396130,WHITESTONE CARE CENTER,Owner,facility_operator
372,ADAMS COUNTY MEMORIAL HOSPITAL,owner_operator,9345,365893,BEREA CENTER,Type2,property_owner
372,ADAMS COUNTY MEMORIAL HOSPITAL,owner_operator,8977,365304,CLIFTON HEALTHCARE CENTER,Type2,property_owner
372,ADAMS COUNTY MEMORIAL HOSPITAL,owner_operator,5279,215231,CLINTON HEALTHCARE  CENTER,Type2,property_owner
372,ADAMS COUNTY MEMORIAL HOSPITAL,owner_operator,9272,365771,COPLEY HEALTH CENTER,Type2,property_owner
372,ADAMS COUNTY MEMORIAL HOSPITAL,owner_operator,5335,215336,HAGERSTOWN HEALTHCARE CENTER,Type2,property_owner
372,ADAMS COUNTY MEMORIAL HOSPITAL,owner_operator,9238,365727,PEBBLE CREEK HEALTHCARE CENTER,Type2,property_owner
372,ADAMS COUNTY MEMORIAL HOSPITAL,owner_operator,5175,215065,SILVER SPRING  HEALTHCARE CENTER,Owner,facility_operator
372,ADAMS COUNTY MEMORIAL HOSPITAL,owner_operator,12180,515047,WORTHINGTON HEALTHCARE CENTER,Type2,property_owner
372,ADAMS COUNTY MEMORIAL HOSPITAL,owner_operator,9278,365779,WYANT WOODS HEALTHCARE CENTER,Type2,property_owner
14,ASCENSION LIVING,owner_operator,9345,365893,BEREA CENTER,Type2,property_owner
14,ASCENSION LIVING,owner_operator,8977,365304,CLIFTON HEALTHCARE CENTER,Type2,property_owner
14,ASCENSION LIVING,owner_operator,5279,215231,CLINTON HEALTHCARE  CENTER,Type2,property_owner
14,ASCENSION LIVING,owner_operator,9272,365771,COPLEY HEALTH CENTER,Type2,property_owner
14,ASCENSION LIVING,owner_operator,5335,215336,HAGERSTOWN HEALTHCARE CENTER,Type2,property_owner
14,ASCENSION LIVING,owner_operator,9238,365727,PEBBLE CREEK HEALTHCARE CENTER,Type2,property_owner
14,ASCENSION LIVING,owner_operator,5175,215065,SILVER SPRING  HEALTHCARE CENTER,Owner,facility_operator
14,ASCENSION LIVING,owner_operator,12180,515047,WORTHINGTON HEALTHCARE CENTER,Type2,property_owner
14,ASCENSION LIVING,owner_operator,9278,365779,WYANT WOODS HEALTHCARE CENTER,Type2,property_owner
366,ENVIVE HEALTHCARE,other,9345,365893,BEREA CENTER,Type2,property_owner
366,ENVIVE HEALTHCARE,other,8977,365304,CLIFTON HEALTHCARE CENTER,Type2,property_owner
366,ENVIVE HEALTHCARE,other,5279,215231,CLINTON HEALTHCARE  CENTER,Type2,property_owner
366,ENVIVE HEALTHCARE,other,9272,365771,COPLEY HEALTH CENTER,Type2,property_owner
366,ENVIVE HEALTHCARE,other,5335,215336,HAGERSTOWN HEALTHCARE CENTER,Type2,property_owner
366,ENVIVE HEALTHCARE,other,9238,365727,PEBBLE CREEK HEALTHCARE CENTER,Type2,property_owner
366,ENVIVE HEALTHCARE,other,5175,215065,SILVER SPRING  HEALTHCARE CENTER,Owner,facility_operator
366,ENVIVE HEALTHCARE,other,12180,515047,WORTHINGTON HEALTHCARE CENTER,Type2,property_owner
366,ENVIVE HEALTHCARE,other,9278,365779,WYANT WOODS HEALTHCARE CENTER,Type2,property_owner
377,IDE MANAGEMENT GROUP,other,9345,365893,BEREA CENTER,Type2,property_owner
377,IDE MANAGEMENT GROUP,other,8977,365304,CLIFTON HEALTHCARE CENTER,Type2,property_owner
377,IDE MANAGEMENT GROUP,other,5279,215231,CLINTON HEALTHCARE  CENTER,Type2,property_owner
377,IDE MANAGEMENT GROUP,other,9272,365771,COPLEY HEALTH CENTER,Type2,property_owner
377,IDE MANAGEMENT GROUP,other,5335,215336,HAGERSTOWN HEALTHCARE CENTER,Type2,property_owner
377,IDE MANAGEMENT GROUP,other,9238,365727,PEBBLE CREEK HEALTHCARE CENTER,Type2,property_owner
377,IDE MANAGEMENT GROUP,other,5175,215065,SILVER SPRING  HEALTHCARE CENTER,Owner,facility_operator
377,IDE MANAGEMENT GROUP,other,12180,515047,WORTHINGTON HEALTHCARE CENTER,Type2,property_owner
377,IDE MANAGEMENT GROUP,other,9278,365779,WYANT WOODS HEALTHCARE CENTER,Type2,property_owner
38,TRINITY HEALTH,owner_operator,9345,365893,BEREA CENTER,Type2,property_owner
38,TRINITY HEALTH,owner_operator,8977,365304,CLIFTON HEALTHCARE CENTER,Type2,property_owner
38,TRINITY HEALTH,owner_operator,5279,215231,CLINTON HEALTHCARE  CENTER,Type2,property_owner
38,TRINITY HEALTH,owner_operator,9272,365771,COPLEY HEALTH CENTER,Type2,property_owner
38,TRINITY HEALTH,owner_operator,5335,215336,HAGERSTOWN HEALTHCARE CENTER,Type2,property_owner
38,TRINITY HEALTH,owner_operator,9238,365727,PEBBLE CREEK HEALTHCARE CENTER,Type2,property_owner
38,TRINITY HEALTH,owner_operator,5175,215065,SILVER SPRING  HEALTHCARE CENTER,Owner,facility_operator
38,TRINITY HEALTH,owner_operator,12180,515047,WORTHINGTON HEALTHCARE CENTER,Type2,property_owner
38,TRINITY HEALTH,owner_operator,9278,365779,WYANT WOODS HEALTHCARE CENTER,Type2,property_owner
475,BLUEGRASS HEALTH KY,owner_operator,4719,185338,CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTER,Type2,property_owner
475,BLUEGRASS HEALTH KY,owner_operator,4731,185354,FORDSVILLE NURSING AND REHABILITATION CENTER,Type2,property_owner
475,BLUEGRASS HEALTH KY,owner_operator,8394,335817,GARDEN CARE CENTER,Type2,property_owner
475,BLUEGRASS HEALTH KY,owner_operator,4711,185329,MORGANFIELD NURSING AND REHABILITATION CENTER,Type2,property_owner
475,BLUEGRASS HEALTH KY,owner_operator,8396,335819,PARK AVENUE EXTENDED CARE FACILITY,Type2,property_owner
475,BLUEGRASS HEALTH KY,owner_operator,4632,185218,SOMERSET NURSING AND REHABILITATION FACILITY,Owner,facility_operator
475,BLUEGRASS HEALTH KY,owner_operator,4729,185352,STANTON NURSING AND REHABILITATION CENTER,Type2,property_owner
475,BLUEGRASS HEALTH KY,owner_operator,8377,335798,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,Type2,property_owner
496,CHAMPION CARE,owner_operator,4719,185338,CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTER,Type2,property_owner
496,CHAMPION CARE,owner_operator,4731,185354,FORDSVILLE NURSING AND REHABILITATION CENTER,Type2,property_owner
496,CHAMPION CARE,owner_operator,8394,335817,GARDEN CARE CENTER,Type2,property_owner
496,CHAMPION CARE,owner_operator,4711,185329,MORGANFIELD NURSING AND REHABILITATION CENTER,Type2,property_owner
496,CHAMPION CARE,owner_operator,8396,335819,PARK AVENUE EXTENDED CARE FACILITY,Type2,property_owner
496,CHAMPION CARE,owner_operator,4632,185218,SOMERSET NURSING AND REHABILITATION FACILITY,Owner,facility_operator
496,CHAMPION CARE,owner_operator,4729,185352,STANTON NURSING AND REHABILITATION CENTER,Type2,property_owner
496,CHAMPION CARE,owner_operator,8377,335798,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,Type2,property_owner
19450,"Eastchester Realty Associates Llc, % Sentosa Care Llc",other,4719,185338,CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTER,Type2,property_owner
19450,"Eastchester Realty Associates Llc, % Sentosa Care Llc",other,4731,185354,FORDSVILLE NURSING AND REHABILITATION CENTER,Type2,property_owner
19450,"Eastchester Realty Associates Llc, % Sentosa Care Llc",other,8394,335817,GARDEN CARE CENTER,Type2,property_owner
19450,"Eastchester Realty Associates Llc, % Sentosa Care Llc",other,4711,185329,MORGANFIELD NURSING AND REHABILITATION CENTER,Type2,property_owner
19450,"Eastchester Realty Associates Llc, % Sentosa Care Llc",other,8396,335819,PARK AVENUE EXTENDED CARE FACILITY,Type2,property_owner
19450,"Eastchester Realty Associates Llc, % Sentosa Care Llc",other,4632,185218,SOMERSET NURSING AND REHABILITATION FACILITY,Owner,facility_operator
19450,"Eastchester Realty Associates Llc, % Sentosa Care Llc",other,4729,185352,STANTON NURSING AND REHABILITATION CENTER,Type2,property_owner
19450,"Eastchester Realty Associates Llc, % Sentosa Care Llc",other,8377,335798,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,Type2,property_owner
12321,IRVINE OPERATING COMPANY LLC,owner_operator,4719,185338,CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTER,Type2,property_owner
12321,IRVINE OPERATING COMPANY LLC,owner_operator,4731,185354,FORDSVILLE NURSING AND REHABILITATION CENTER,Type2,property_owner
12321,IRVINE OPERATING COMPANY LLC,owner_operator,8394,335817,GARDEN CARE CENTER,Type2,property_owner
12321,IRVINE OPERATING COMPANY LLC,owner_operator,4711,185329,MORGANFIELD NURSING AND REHABILITATION CENTER,Type2,property_owner
12321,IRVINE OPERATING COMPANY LLC,owner_operator,8396,335819,PARK AVENUE EXTENDED CARE FACILITY,Type2,property_owner
12321,IRVINE OPERATING COMPANY LLC,owner_operator,4632,185218,SOMERSET NURSING AND REHABILITATION FACILITY,Owner,facility_operator
12321,IRVINE OPERATING COMPANY LLC,owner_operator,4729,185352,STANTON NURSING AND REHABILITATION CENTER,Type2,property_owner
12321,IRVINE OPERATING COMPANY LLC,owner_operator,8377,335798,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,Type2,property_owner
13084,MAINEHEALTH,owner_operator,4719,185338,CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTER,Type2,property_owner
13084,MAINEHEALTH,owner_operator,4731,185354,FORDSVILLE NURSING AND REHABILITATION CENTER,Type2,property_owner
13084,MAINEHEALTH,owner_operator,8394,335817,GARDEN CARE CENTER,Type2,property_owner
13084,MAINEHEALTH,owner_operator,4711,185329,MORGANFIELD NURSING AND REHABILITATION CENTER,Type2,property_owner
13084,MAINEHEALTH,owner_operator,8396,335819,PARK AVENUE EXTENDED CARE FACILITY,Type2,property_owner
13084,MAINEHEALTH,owner_operator,4632,185218,SOMERSET NURSING AND REHABILITATION FACILITY,Owner,facility_operator
13084,MAINEHEALTH,owner_operator,4729,185352,STANTON NURSING AND REHABILITATION CENTER,Type2,property_owner
13084,MAINEHEALTH,owner_operator,8377,335798,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,Type2,property_owner
136,PHILOSOPHY CARE CENTERS,owner_operator,4719,185338,CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTER,Type2,property_owner
136,PHILOSOPHY CARE CENTERS,owner_operator,4731,185354,FORDSVILLE NURSING AND REHABILITATION CENTER,Type2,property_owner
136,PHILOSOPHY CARE CENTERS,owner_operator,8394,335817,GARDEN CARE CENTER,Type2,property_owner
136,PHILOSOPHY CARE CENTERS,owner_operator,4711,185329,MORGANFIELD NURSING AND REHABILITATION CENTER,Type2,property_owner
136,PHILOSOPHY CARE CENTERS,owner_operator,8396,335819,PARK AVENUE EXTENDED CARE FACILITY,Type2,property_owner
136,PHILOSOPHY CARE CENTERS,owner_operator,4632,185218,SOMERSET NURSING AND REHABILITATION FACILITY,Owner,facility_operator
136,PHILOSOPHY CARE CENTERS,owner_operator,4729,185352,STANTON NURSING AND REHABILITATION CENTER,Type2,property_owner
136,PHILOSOPHY CARE CENTERS,owner_operator,8377,335798,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,Type2,property_owner
451,SERRANO GROUP,owner_operator,4719,185338,CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTER,Type2,property_owner
451,SERRANO GROUP,owner_operator,4731,185354,FORDSVILLE NURSING AND REHABILITATION CENTER,Type2,property_owner
451,SERRANO GROUP,owner_operator,8394,335817,GARDEN CARE CENTER,Type2,property_owner
451,SERRANO GROUP,owner_operator,4711,185329,MORGANFIELD NURSING AND REHABILITATION CENTER,Type2,property_owner
451,SERRANO GROUP,owner_operator,8396,335819,PARK AVENUE EXTENDED CARE FACILITY,Type2,property_owner
451,SERRANO GROUP,owner_operator,4632,185218,SOMERSET NURSING AND REHABILITATION FACILITY,Owner,facility_operator
451,SERRANO GROUP,owner_operator,4729,185352,STANTON NURSING AND REHABILITATION CENTER,Type2,property_owner
451,SERRANO GROUP,owner_operator,8377,335798,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,Type2,property_owner
12920,VALLEY VIEW REHABILITATION & HEALTH CARE CENTER LLC,owner_operator,4719,185338,CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTER,Type2,property_owner
12920,VALLEY VIEW REHABILITATION & HEALTH CARE CENTER LLC,owner_operator,4731,185354,FORDSVILLE NURSING AND REHABILITATION CENTER,Type2,property_owner
12920,VALLEY VIEW REHABILITATION & HEALTH CARE CENTER LLC,owner_operator,8394,335817,GARDEN CARE CENTER,Type2,property_owner
12920,VALLEY VIEW REHABILITATION & HEALTH CARE CENTER LLC,owner_operator,4711,185329,MORGANFIELD NURSING AND REHABILITATION CENTER,Type2,property_owner
12920,VALLEY VIEW REHABILITATION & HEALTH CARE CENTER LLC,owner_operator,8396,335819,PARK AVENUE EXTENDED CARE FACILITY,Type2,property_owner
12920,VALLEY VIEW REHABILITATION & HEALTH CARE CENTER LLC,owner_operator,4632,185218,SOMERSET NURSING AND REHABILITATION FACILITY,Owner,facility_operator
12920,VALLEY VIEW REHABILITATION & HEALTH CARE CENTER LLC,owner_operator,4729,185352,STANTON NURSING AND REHABILITATION CENTER,Type2,property_owner
12920,VALLEY VIEW REHABILITATION & HEALTH CARE CENTER LLC,owner_operator,8377,335798,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,Type2,property_owner
58,ASTON HEALTH,owner_operator,8358,335775,BRONX GARDENS REHABILITATION AND NURSING CENTER,Type2,property_owner
58,ASTON HEALTH,owner_operator,1937,105589,COQUINA CENTER,Type2,property_owner
58,ASTON HEALTH,owner_operator,2022,105707,FOURAKER HILLS REHAB AND NURSING CENTER,Owner,facility_operator
58,ASTON HEALTH,owner_operator,1977,105643,ISLAND LAKE CENTER,Type2,property_owner
58,ASTON HEALTH,owner_operator,1831,105453,KENSINGTON GARDENS REHAB AND NURSING CENTER,Owner,facility_operator
58,ASTON HEALTH,owner_operator,1779,105382,SANDGATE GARDENS REHAB AND NURSING CENTER,Owner,facility_operator
58,ASTON HEALTH,owner_operator,7857,335028,THE CITADEL REHAB AND NURSING CTR AT KINGSBRIDGE,Owner,facility_operator
61,WELLINGTON HEALTH CARE SERVICES,owner_operator,2315,115020,"BELL MINOR HOME, THE",Type2,property_owner
61,WELLINGTON HEALTH CARE SERVICES,owner_operator,2645,115771,CAMBRIDGE POST ACUTE CARE CENTER,Type2,property_owner
61,WELLINGTON HEALTH CARE SERVICES,owner_operator,2330,115129,NURSE CARE OF BUCKHEAD,Type2,property_owner
61,WELLINGTON HEALTH CARE SERVICES,owner_operator,11283,445387,PARKWAY HEALTH AND REHABILITATION CENTER,Type2,property_owner
